Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment
BASF SE|Chemie|February 2013|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF SE in Ludwigshafen am Rhein gearbeitet.|  |Umgang mit Ã¤lteren Kollegen|  |"bin zwar noch nicht betroffen, muss aber erkennen, dass die unterschiedlichen Wertevorstellungen Ã¤lteren MA z.T. zu starken Spannungen mit ""jungdynamischen"" Vogesetzten oder solchen, die sich noch fÃ¼r jungdynamisch halten, fÃ¼hren."
BASF SE|Chemie|February 2013|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei BASF in Ludwigshafen gearbeitet.|  |Overall|3.1|"BASF strengt sich an, ""Jung"" und ""Dynamisch"" sein kann man nicht verordnen"
BASF SE|Chemie|February 2013|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Beschaffung / Einkauf bei BASF SE in Ludwigshafen am Rhein gearbeitet.|  |Overall|4.6|Traditioneller, aber moderner Arbeitgeber. Regional beheimatet, aber global tÃ¤tig.
BASF SE|Chemie|February 2013|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF IT Services in Ludwigshafen gearbeitet.|  |Kollegenzusammenhalt|5|Super. Immer nette und hilfsbereite Kollegen. Ich finde es sehr angenehm, dass keine Kultur des gegenseitigen Kontrollierens herrscht. Habe ich in anderen Unternehmen schon als sehr belastend erlebt. Durch die Arbeitszeiterfassung zumindest fuer Tarifangestellte ist alles gut geregelt und niemand muss auf den Kollegen aufpassen. In kleinen Unternehmen ein echter Stressfaktor. Macht hier mindestens 50% der Gesamtzufriedenheit aus.
BASF SE|Chemie|February 2013|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei BASF IT Services in Ludwigshafen gearbeitet.|  |Gleichberechtigung|5|Nach meinem Geschmack eher zu viel als zu wenig.
BASF SE|Chemie|January 2013|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen gearbeitet.|  |Gleichberechtigung|4|Durch die teilweise noch gegebenen GroÃŸraumbÃ¼ros, kann ich hier nicht mehr als mangelhaft geben, schlieÃŸlich ist dies die wohl unangenehmnste und schlechteste Arbeitsumgebung die man gewÃ¤hrleisten kann. Jedoch gibt es auch Zahlreiche gute Beispiele, die ich allerdings nicht kenne.
BASF SE|Chemie|December 2012|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF Services Europe GmbH in Berlin gearbeitet.|  |Gleichberechtigung|  |Ich habe mal auf einer Folie gesehen, das Ã¼ber 60% Fraun im ESSC arbeiten. Mit jeder Stufe in der Hierarchie nimmt allerdings der Frauenanteil ab. Im Management sind nur noch 2 Frauen vertreten. DemgegenÃ¼ber stehen 11 MÃ¤nner.
BASF SE|Chemie|December 2012|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei BASF Services Europe GmbH in Berlin gearbeitet.|  |Umgang mit Ã¤lteren Kollegen|  |Das Thema Diversity haben die meisten FÃ¼hrungskrÃ¤fte nicht auf dem Schirm. Es zÃ¤hlt vor allem eines: Jung, willig und mÃ¶glichst ohne eigene Meinung sollte der Mitarbeiter sein. Dann funktioniert das mit der MÃ¶hre vor der Nase und den Versprechungen wunderbar.
BASF SE|Chemie|December 2012|5|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2012 bei BASF Services Europe GmbH in Berlin gearbeitet.|  |Gleichberechtigung|2|Lieblinge sind gleichberechtigter als andere
BASF SE|Chemie|October 2012|9|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2012 im Bereich Personal / Aus- und Weiterbildung bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|  |Gleichberechtigung|  |"Alle Mitarbeiter mÃ¼ssen die Kenntnisnahme des ""Allgemeinen Gleichbehandlungsgesetzes"" bestÃ¤tigen und die Gleichbehandlung ist auch in den Leitlinien der BASF verankert."
BASF SE|Chemie|October 2012|9|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2012 im Bereich Personal / Aus- und Weiterbildung bei BASF Coatings GmbH in MÃ¼nster gearbeitet.|  |Umgang mit Ã¤lteren Kollegen|  |Es gibt Mitarbeiter, die Ã¤lter als 45 sind, auch in Altersteilzeit. Ã„ltere Mitarbeiter werden eingestellt.
BASF SE|Chemie|July 2012|2|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2012 im Bereich Personal / Aus- und Weiterbildung bei BASF Services Europe GmbH in Berlin gearbeitet.|  |Gleichberechtigung|2|Wenn jemand schwanger ist, geht keiner mehr davon aus, dass die Frau Ã¼bernommen wird, was sich leider oft bewahrheitet.
BASF SE|Chemie|July 2012|2|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2012 im Bereich Personal / Aus- und Weiterbildung bei BASF Services Europe GmbH in Berlin gearbeitet.|  |Gleichberechtigung|2|Wenn jemand schwanger ist, geht keiner mehr davon aus, dass die Frau Ã¼bernommen wird, was sich leider oft bewahrheitet.
BASF SE|Chemie|July 2012|2|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2012 im Bereich Personal / Aus- und Weiterbildung bei BASF Services Europe GmbH in Berlin gearbeitet.|  |Umgang mit Ã¤lteren Kollegen|4|Die Belegschaft ist jedoch eher so um die 30 Jahre alt.
BASF SE|Chemie|January 2012|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich PR / Kommunikation bei BASF Coatings GmbH in Ludwigshafen am Rhein gearbeitet.|  |Overall|1.5|Gewaltige Unterschied zwischen Ost- und Westdeutschland
BASF SE|Chemie|January 2012|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF in Ludwigshafen am Rhein gearbeitet.|  |Kollegenzusammenhalt|5|"Unter Kollegen wird in der Regel ein sehr respektvoller und offener Umgang gepflegt. Die Entwicklung geht zum ""Du"" auch mit wesentlich Ã¤lteren und erfahreneren Kollegen."
BASF SE|Chemie|January 2012|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF in Ludwigshafen am Rhein gearbeitet.|  |Gleichberechtigung|4|BASF ist mit mehreren Projekten auf einem sehr guten Weg, eine Gleichberechtigung zwischen ethnischen Gruppen, Geschlechtern etc. herzustellen.
BASF SE|Chemie|January 2012|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei BASF in Ludwigshafen am Rhein gearbeitet.|  |Gleichberechtigung|4|BASF ist mit mehreren Projekten auf einem sehr guten Weg, eine Gleichberechtigung zwischen ethnischen Gruppen, Geschlechtern etc. herzustellen.
BASF SE|Chemie|January 2012|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei BASF in Ludwigshafen gearbeitet.|  |Gleichberechtigung|3|gut
BASF SE|Chemie|February 2011|9|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2011 im Bereich IT bei BASF Coatings GmbH in Ludwigshafen am Rhein gearbeitet.|  |Gleichberechtigung|5|Starker Fokus bei Gleichberechtigung; dies wird so vorgelebt und ist eine strikte Richtlinie in der gesamten BASF Gruppe
BASF SE|Chemie|February 2011|9|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2011 im Bereich IT bei BASF Coatings GmbH in Ludwigshafen am Rhein gearbeitet.|  |Gleichberechtigung|5|Starker Fokus bei Gleichberechtigung; dies wird so vorgelebt und ist eine strikte Richtlinie in der gesamten BASF Gruppe
BASF SE|Chemie|October 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei BASF in Leipzig gearbeitet.|Empfohlen|Overall|4.5|Tolles Unternehmen, da kann man alt werden
Beiersdorf Aktiengesellschaft|Handel|April 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Corona1|NA|FÃ¼r alles! Top Organisation, Kommunikation, iT, AblÃ¤ufe, soziale Verantwortung, gratis care Paketen...und und und....einfach toll!!!
Beiersdorf Aktiengesellschaft|Handel|April 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Overall|3.1|TeilzeitkrÃ¤fte sind benachteiligt und werden nicht ernst genommen
Beiersdorf Aktiengesellschaft|Handel|April 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Corona3|NA|Mehr Home Office auch in der Produktentwicklung. Vorgesetzte sollten mehr RÃ¼cksicht auf TeilzeitkrÃ¤fte mit Familie nehmen
Beiersdorf Aktiengesellschaft|Handel|February 2020|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei Beiersdorf in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Hier gibt man sich wirklich viel MÃ¼he!
Beiersdorf Aktiengesellschaft|Handel|December 2019|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|FrauenfÃ¶rderung ist top und wird auch von oben stark unterstÃ¼tzt. HomosexualitÃ¤t wird akzeptiert und kann offen gelebt werden.
Beiersdorf Aktiengesellschaft|Handel|December 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|es gibt lieblinge. es fehlt teilweise an professionalitÃ¤t. wir sprechen von einem traditionsunternehmen, das vieles gerne mÃ¶chte, aber nur wenig kann.
Beiersdorf Aktiengesellschaft|Handel|December 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|2|in diesem unternehmen darf man nicht alt werden. alter ist ein markel, den man irgendwann nicht mehr ablegen kann.
Beiersdorf Aktiengesellschaft|Handel|October 2019|6|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich GeschÃ¤ftsfÃ¼hrung bei Beiersdorf in Hamburg gearbeitet.|Nicht empfohlen|Overall|1.0|Core Values sind leere WorthÃ¼lsen
Beiersdorf Aktiengesellschaft|Handel|October 2019|8|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Finanzen / Controlling bei Beiersdorf Shared Services GmbH in Hamburg gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|1|man muss dabei beachten das die Kollegen, die bei BSS in der Buchhaltung sitzen, aus diversen Berufsspaten kommen. U. a. Kfz-Mechanikerin, Hotelrezeptionistin, IQ von 15, Diplom im Klugscheissen,.... Demnach werde solche Menschen irgendwie mit durchgewunken obwohl sie nur lÃ¤stig sind und nicht loswird.
Beiersdorf Aktiengesellschaft|Handel|October 2019|10|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei Beiersdorf Shared Services GmbH in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|5|keine Unterschiede zwischen den Geschlechtern
Beiersdorf Aktiengesellschaft|Handel|October 2019|10|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei Beiersdorf Shared Services GmbH in Hamburg gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|5|sehr fair, gelten als Erfahrungsschatzkiste, viele MÃ¶glichkeiten fÃ¼r vorzeitigen Ruhestand, etc...
Beiersdorf Aktiengesellschaft|Handel|October 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei Beiersdorf in Hamburg gearbeitet.|Nicht empfohlen|Overall|2.7|VerbesserungswÃ¼rdig und technologisch konventionell traditionell
Beiersdorf Aktiengesellschaft|Handel|August 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Recht / Steuern bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|3|Wie Ã¼blich
Beiersdorf Aktiengesellschaft|Handel|June 2019|7|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.2|My internship experience with Beiersdorf is positive overall. My team respects my opinion!
Beiersdorf Aktiengesellschaft|Handel|June 2019|9|Ex-Praktikant/in|Hat im Bereich Forschung / Entwicklung bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.5|a very useful internship to gain experience
Beiersdorf Aktiengesellschaft|Handel|June 2019|10|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|3.5|Es ist in Ordnung, wÃ¼nsche mir mehr Austausch mit Betreuer/in und mehr Hintergrund Wissen wÃ¤re wÃ¼nschenswert
Beiersdorf Aktiengesellschaft|Handel|June 2019|4|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.5|Viele MÃ¶glichkeiten, tolle Integration, viel Vertrauen
Beiersdorf Aktiengesellschaft|Handel|June 2019|9|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.8|I can say only the best about my working experience in Beiersdorf. I learned a lot and would always recommend it.
Beiersdorf Aktiengesellschaft|Handel|June 2019|10|Ex-Praktikant/in|Hat bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.7|Higher salary to compensate high real-estate cost would be apprciated, otherwise, the internship experience is amazing.
Beiersdorf Aktiengesellschaft|Handel|June 2019|1|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.4|Overall, it has been a great experience, great team, encouraging and supportive team mates!
Beiersdorf Aktiengesellschaft|Handel|June 2019|7|Ex-Praktikant/in|Hat im Bereich Marketing / Produktmanagement bei Beiersdorf in Hamburg gearbeitet.|Nicht empfohlen|Overall|3.5|Facettenreiches Arbeiten mit vielen anderen Touchpoints in der Kommunikation. Benefits des Unternehmens vielzÃ¤hlig.
Beiersdorf Aktiengesellschaft|Handel|March 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|3|Teilweise von Angst geprÃ¤gt. Leider ist die fantastische Beiersdorf Kultur von vor ca. 10 Jahren so gut wie von der BildflÃ¤che verschwunden.
Beiersdorf Aktiengesellschaft|Handel|March 2019|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|nicht gegeben. Die Unterschiede sind teilweise gravierend und willkÃ¼rlich.
Beiersdorf Aktiengesellschaft|Handel|November 2018|6|Ex-Zeitarbeiter/in|Hat im Bereich Produktion bei Beiersdorf AG in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|auf jeden Fall
Beiersdorf Aktiengesellschaft|Handel|November 2018|7|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|3|Nach Nase.
Beiersdorf Aktiengesellschaft|Handel|October 2018|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei Beiersdorf AG in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|3|Diversity?
Beiersdorf Aktiengesellschaft|Handel|October 2018|8|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei Beiersdorf AG in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|3|Diversity?
Beiersdorf Aktiengesellschaft|Handel|September 2018|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Diversity wird gepredigt, aber nicht gelebt.
Beiersdorf Aktiengesellschaft|Handel|August 2018|6|Ex-Werkstudent/in|Hat bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.8|This position taught me a great deal in computer skills as well as working in such an international team.
Beiersdorf Aktiengesellschaft|Handel|July 2018|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich PR / Kommunikation bei Beiersdorf in Hamburg gearbeitet.|Nicht empfohlen|Overall|3.0|Not a good Leadership style from my Supervisor, not learn a lot after 3 months, not so much respect by the team
Beiersdorf Aktiengesellschaft|Handel|July 2018|1|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Beiersdorf in Hamburg gearbeitet.|Nicht empfohlen|Overall|3.0|Nice experience to work in a Production centre. However, teamleaders have to much work and not enough time
Beiersdorf Aktiengesellschaft|Handel|July 2018|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.5|Very open-minded and international team, Flat hierarchy, Very intern-oriented culture of the company
Beiersdorf Aktiengesellschaft|Handel|July 2018|6|Werkstudent/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.4|It is a good employer and it is a good working Student Position to get familiar with the Topics.
Beiersdorf Aktiengesellschaft|Handel|July 2018|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei Beiersdorf in Hamburg gearbeitet.|Empfohlen|Overall|4.5|Really nice and good Team (+atmosphere), balanced work load. I would have appreciated more engineerical work
Beiersdorf Aktiengesellschaft|Handel|July 2018|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Das Soziale im Unternehmen ist leider schon lange unter die RÃ¤der gekommen...
Beiersdorf Aktiengesellschaft|Handel|July 2018|6|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung bei Beiersdorf Manufacturing Berlin GmbH in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|bis jetzt ist mir kein Unterschied aufgefallen zwischen Frau / Mann / alt / jung
Beiersdorf Aktiengesellschaft|Handel|July 2018|6|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung bei Beiersdorf Manufacturing Berlin GmbH in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|bis jetzt ist mir kein Unterschied aufgefallen zwischen Frau / Mann / alt / jung
Beiersdorf Aktiengesellschaft|Handel|June 2018|9|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Es war schon ausschlaggebend ,ob man als weibliche Mitarbeiterin oder mÃ¤nnlichen Mitarbeiter etwas zu beanstanden hatte . Als alleinerziehende ,die keine Schicht wegen dem Kind machen konnte ,war ich nicht gleichberechtigt
Beiersdorf Aktiengesellschaft|Handel|June 2018|9|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Es war schon ausschlaggebend ,ob man als weibliche Mitarbeiterin oder mÃ¤nnlichen Mitarbeiter etwas zu beanstanden hatte . Als alleinerziehende ,die keine Schicht wegen dem Kind machen konnte ,war ich nicht gleichberechtigt
Beiersdorf Aktiengesellschaft|Handel|June 2018|9|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Produktion bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|1|Ich konnte anfangs wegen meinem Kind nicht Schichtarbeiten ,dass wurde mir oft vorgeworfen . Mir wurden teilweise TÃ¤tigkeiten zugeteilt ,die andere nicht machen wollten . Bei der Wohnungssuche bzw. Kitaplatz ,hat das Unternehmen mir Schwierigkeiten gemacht
Beiersdorf Aktiengesellschaft|Handel|June 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf AG in Hamburg gearbeitet.|  |Gleichberechtigung|4|Die Frauenquote in der FÃ¼hrungsetage kÃ¶nnte besser sein. In den Teams selbst ist das aber kein Thema - hier ist alles entspannt.
Beiersdorf Aktiengesellschaft|Handel|June 2018|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf AG in Hamburg gearbeitet.|  |Gleichberechtigung|4|Die Frauenquote in der FÃ¼hrungsetage kÃ¶nnte besser sein. In den Teams selbst ist das aber kein Thema - hier ist alles entspannt.
Beiersdorf Aktiengesellschaft|Handel|June 2018|5|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Vorhanden
Beiersdorf Aktiengesellschaft|Handel|June 2018|6|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei Beiersdorf AG in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|5|Insbesondere in meinem Team (trotz Finance) ist der Frauenanteil sehr hoch, auch in Managerpositionen. DarÃ¼ber hinaus ist die neue CFO auch eine Frau.
Beiersdorf Aktiengesellschaft|Handel|June 2018|6|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei Beiersdorf AG in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|5|Insbesondere in meinem Team (trotz Finance) ist der Frauenanteil sehr hoch, auch in Managerpositionen. DarÃ¼ber hinaus ist die neue CFO auch eine Frau.
Beiersdorf Aktiengesellschaft|Handel|June 2018|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Overall|3.1|Senior product Manager
Beiersdorf Aktiengesellschaft|Handel|May 2018|8|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Vertrieb / Verkauf bei Beiersdorf AG in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|4|Meist gegeben.
Beiersdorf Aktiengesellschaft|Handel|April 2018|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei Beiersdorf AG in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|PersÃ¶nliche Sympathien sollte man auÃŸen vor lassen
Beiersdorf Aktiengesellschaft|Handel|November 2017|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei Beiersdorf Shared Services GmbH in Hamburg gearbeitet.|Nicht empfohlen|Gleichberechtigung|4|Nichts negatives dazu aufgefallen
Beiersdorf Aktiengesellschaft|Handel|August 2017|7|Ex-Angestellte/r oder Arbeiter/in|Hat bis 2017 im Bereich Beschaffung / Einkauf bei Beiersdorf AG in Hamburg gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|Wir waren wie ein Familie. Wie eine coole Klicke. Ich habe Freunde fÃ¼rs Leben gefunden. Meine besten Freunde.
Beiersdorf Aktiengesellschaft|Handel|December 2016|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf Manufacturing Berlin GmbH in Berlin gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Ausnahmsweise ein Punkt, wo es keine Kritik gibt
Beiersdorf Aktiengesellschaft|Handel|December 2016|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf Manufacturing Berlin GmbH in Berlin gearbeitet.|Nicht empfohlen|Umwelt-/Sozialbewusstsein|1|"Angeblich wird versucht, Energie und Ressourcen zu sparen, aber es wird willkÃ¼rlich entschieden, ob gespart wird oder verschwendet. Es werden auch nach Jahren der Hinweise noch unnÃ¶tig Ressourcen verbraucht, weil eine bestimmte Person es so will und eine VerÃ¤nderung der Situation ""hat nicht oberste PrioritÃ¤t"""
Beiersdorf Aktiengesellschaft|Handel|December 2016|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf Manufacturing Berlin GmbH in Berlin gearbeitet.|Nicht empfohlen|Work-Life-Balance|3|"Urlaub kann nur dann genommen werden, wenn alle Kollegen anwesend sind, Unterbesetzung geht immer zu Ungunsten der Mitarbeiter, die Situation wird nicht geÃ¤ndert, es wird nur weiter an Personal gespart, man fÃ¼hlt sich schlecht, wenn man die Kollegen fÃ¼r Urlaub ""im Stich lÃ¤sst"""
Beiersdorf Aktiengesellschaft|Handel|May 2016|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Finanzen / Controlling bei Beiersdorf Shared Services GmbH in Hamburg gearbeitet.|Empfohlen|Gleichberechtigung|5|Viele Frauen in FÃ¼hrungspositionen.
Beiersdorf Aktiengesellschaft|Handel|April 2016|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf AG in Hamburg gearbeitet.|Empfohlen|Overall|3.8|Top Arbeitgeber, Kultur eher konservativ
Beiersdorf Aktiengesellschaft|Handel|April 2016|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf Manufacturing Berlin GmbH in Berlin gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|1|"... hat sich sehr verÃ¤ndert, leider nicht zum Positiven. Jeder ist sich selbst der NÃ¤chste. Ellenbogentaktik und Ich-Denken sind an der Tagesordnung. ""Wir"" oder ""Zusammen"" sind FremdwÃ¶rter geworden. Ist gewollt und Firmenstrategie. Seit Jahren! Kein Wunder, wenn nach 48 Monaten die Leute automatisch ausgetauscht werden. (Damit es nicht so auffÃ¤llt, wird das `versetztÂ´ - sowohl zeitlich als auch SchichtmÃ¤ÃŸig - gemacht). Jeder `NeueÂ´ - erfÃ¤hrt wenn er `GlÃ¼ckÂ´ hat - gleich am Anfang, dass er nach 48 Monaten wieder gehen darf. Und beim Stammpersonal, sorgt man einfach durch Schichtumsetzungen dafÃ¼r, dass sich kein Zusammenhalt entwickeln kann. Und der Betriebsrat? Wie es der Name schon sagt, er ist auf der Seite des Betriebes. UnterstÃ¼tzung von dieser Seite? Vergiss es."
Beiersdorf Aktiengesellschaft|Handel|April 2016|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Beiersdorf Manufacturing Berlin GmbH in Berlin gearbeitet.|Nicht empfohlen|Work-Life-Balance|1|Schicht, einschlieÃŸlich Wochenende. Aber das weiÃŸ man von Anfang an.
